name,eval_task_name,model_name,data_dir,teacher_model,student_model,task_name,output_dir,cache_dir,max_seq_length,do_eval,do_lower_case,train_batch_size,eval_batch_size,learning_rate,weight_decay,num_train_epochs,warmup_proportion,no_cuda,gradient_accumulation_steps,aug_train,eval_step,pred_distill,data_url,temperature,training_time,accuracy,eval_time,z_amb_precision,z_amb_recall,z_amb_f1-score,z_amb_support,z_minus_m_precision,z_minus_m_recall,z_minus_m_f1-score,z_minus_m_support,z_plus_m_precision,z_plus_m_recall,z_plus_m_f1-score,z_plus_m_support,z_zero_precision,z_zero_recall,z_zero_f1-score,z_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters
multiemo_en_Nproducts_sentence-run-1,multiemo_en_products_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-1,multiemo_en_Nproducts_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-1,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,1942.4283,0.5835579514824798,0.351169,0.5915492957746479,0.32061068702290074,0.4158415841584158,131,0.6875,0.7034883720930233,0.6954022988505748,344,0.7985074626865671,0.5515463917525774,0.6524390243902439,194,0.22702702702702704,0.5753424657534246,0.32558139534883723,73,0.5761459463720605,0.5377469791554815,0.522316075687018,742,0.6542808335318678,0.5835579514824798,0.5984289095977394,742,58395396,58367536,14591884
multiemo_en_Nproducts_sentence-run-2,multiemo_en_products_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-2,multiemo_en_Nproducts_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-2,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,2024.252234,0.5916442048517521,0.318176,0.5789473684210527,0.33587786259541985,0.4251207729468599,131,0.7037037037037037,0.7180232558139535,0.7107913669064748,344,0.7552447552447552,0.5567010309278351,0.6409495548961425,194,0.23255813953488372,0.547945205479452,0.32653061224489793,73,0.5676134917260988,0.5396368387041651,0.5258480767485938,742,0.6488010863083032,0.5916442048517521,0.6042911048727697,742,58395396,58367536,14591884
multiemo_en_Nproducts_sentence-run-3,multiemo_en_products_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-3,multiemo_en_Nproducts_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-3,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,1970.427138,0.5862533692722371,0.337725,0.5857142857142857,0.31297709923664124,0.4079601990049751,131,0.6888888888888889,0.7209302325581395,0.7045454545454545,344,0.7703703703703704,0.5360824742268041,0.6322188449848024,194,0.23728813559322035,0.5753424657534246,0.33599999999999997,73,0.5705654201416913,0.5363330679437524,0.520181124633808,742,0.6475474864642939,0.5862533692722371,0.5970146608629916,742,58395396,58367536,14591884
multiemo_en_Nproducts_sentence-run-4,multiemo_en_products_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-4,multiemo_en_Nproducts_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-4,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,2017.369682,0.5916442048517521,0.32483,0.5857142857142857,0.31297709923664124,0.4079601990049751,131,0.7188405797101449,0.7209302325581395,0.7198838896952103,344,0.7622377622377622,0.5618556701030928,0.6468842729970326,194,0.22282608695652173,0.5616438356164384,0.31906614785992216,73,0.5724046786546786,0.539351709378578,0.5234486273892851,742,0.6578843141116081,0.5916442048517521,0.6062940995687369,742,58395396,58367536,14591884
multiemo_en_Nproducts_sentence-run-5,multiemo_en_products_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-5,multiemo_en_Nproducts_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_sentence-run-5,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,2054.906857,0.5727762803234502,0.316989,0.56,0.32061068702290074,0.4077669902912621,131,0.6864406779661016,0.7063953488372093,0.6962750716332378,344,0.7647058823529411,0.5360824742268041,0.6303030303030303,194,0.2033898305084746,0.4931506849315068,0.288,73,0.5536340977068793,0.5140597987546052,0.5055862730568825,742,0.6370565930241621,0.5727762803234502,0.5879230299848746,742,58395396,58367536,14591884
multiemo_en_Nreviews_sentence-run-1,multiemo_en_reviews_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-1,multiemo_en_Nreviews_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-1,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,2146.018346,0.48221343873517786,0.157084,0.7142857142857143,0.36363636363636365,0.48192771084337355,110,0.34285714285714286,0.6,0.43636363636363634,40,0.6144578313253012,0.5930232558139535,0.6035502958579881,86,0.1590909090909091,0.4117647058823529,0.22950819672131148,17,0.45767289938976685,0.49210608133316747,0.43783745994657736,253,0.584322661004884,0.48221343873517786,0.49910497405282933,253,58395396,58367536,14591884
multiemo_en_Nreviews_sentence-run-2,multiemo_en_reviews_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-2,multiemo_en_Nreviews_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-2,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,2195.502944,0.45454545454545453,0.162076,0.6981132075471698,0.33636363636363636,0.45398773006134974,110,0.32894736842105265,0.625,0.4310344827586207,40,0.5402298850574713,0.5465116279069767,0.5433526011560693,86,0.16216216216216217,0.35294117647058826,0.22222222222222227,17,0.43236315579696405,0.4652041101853004,0.4126492590495655,253,0.5500666973862848,0.45454545454545453,0.46516257349522944,253,58395396,58367536,14591884
multiemo_en_Nreviews_sentence-run-3,multiemo_en_reviews_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-3,multiemo_en_Nreviews_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-3,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,2123.398573,0.4782608695652174,0.138151,0.6842105263157895,0.35454545454545455,0.46706586826347307,110,0.35064935064935066,0.675,0.4615384615384615,40,0.5697674418604651,0.5697674418604651,0.5697674418604651,86,0.18181818181818182,0.35294117647058826,0.24000000000000002,17,0.4466113751609468,0.48806351821912697,0.43459294291559997,253,0.5588143913502766,0.4782608695652174,0.485844995930911,253,58395396,58367536,14591884
multiemo_en_Nreviews_sentence-run-4,multiemo_en_reviews_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-4,multiemo_en_Nreviews_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-4,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,2094.242847,0.48221343873517786,0.140395,0.6557377049180327,0.36363636363636365,0.46783625730994155,110,0.33766233766233766,0.65,0.4444444444444445,40,0.6410256410256411,0.5813953488372093,0.6097560975609757,86,0.16216216216216217,0.35294117647058826,0.22222222222222227,17,0.44914696144204347,0.48699322223604036,0.43606475538439604,253,0.5672830155432371,0.48221343873517786,0.49587576383356924,253,58395396,58367536,14591884
multiemo_en_Nreviews_sentence-run-5,multiemo_en_reviews_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-5,multiemo_en_Nreviews_sentence,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_sentence-run-5,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,2126.802562,0.4505928853754941,0.159147,0.6862745098039216,0.3181818181818182,0.43478260869565216,110,0.3058823529411765,0.65,0.41600000000000004,40,0.5822784810126582,0.5348837209302325,0.5575757575757575,86,0.18421052631578946,0.4117647058823529,0.2545454545454545,17,0.4396614675183864,0.4787075612486009,0.41572595520421607,253,0.5570475039942112,0.4505928853754941,0.46144219302493916,253,58395396,58367536,14591884
multiemo_en_hotels_sentence-run-1,multiemo_en_hotels_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-1,multiemo_en_hotels_sentence,data/models/TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-1,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,969.635323,0.8092555331991952,0.893399,0.6824644549763034,0.5017421602787456,0.5783132530120483,287,0.8155339805825242,0.8944820909970959,0.8531855955678671,1033,0.8413978494623656,0.8646408839779005,0.8528610354223433,724,0.7984886649874056,0.7188208616780045,0.7565632458233891,441,0.7844712375021496,0.7449214992329367,0.760230782456412,2485,0.8046758329135394,0.8092555331991952,0.8041981508611492,2485,58395396,58367536,14591884
multiemo_en_hotels_sentence-run-2,multiemo_en_hotels_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-2,multiemo_en_hotels_sentence,data/models/TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-2,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,973.2181310000001,0.8016096579476861,0.858937,0.6169354838709677,0.5331010452961672,0.5719626168224298,287,0.8262443438914027,0.8838334946757018,0.8540692235734331,1033,0.8315508021390374,0.8591160220994475,0.845108695652174,724,0.7916666666666666,0.6893424036281179,0.736969696969697,441,0.7665993241420186,0.7413482414248586,0.7520275582544333,2485,0.7974803508488731,0.8016096579476861,0.7980962217284523,2485,58395396,58367536,14591884
multiemo_en_hotels_sentence-run-3,multiemo_en_hotels_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-3,multiemo_en_hotels_sentence,data/models/TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-3,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,984.349087,0.8060362173038229,0.921198,0.6173913043478261,0.49477351916376305,0.5493230174081238,287,0.832427536231884,0.8896418199419167,0.8600842302292934,1033,0.8333333333333334,0.8632596685082873,0.8480325644504749,724,0.7905236907730673,0.7188208616780045,0.7529691211401425,441,0.7684189661715277,0.7416239673229928,0.7526022333070086,2485,0.8004198109616171,0.8060362173038229,0.8016731086148644,2485,58395396,58367536,14591884
multiemo_en_hotels_sentence-run-4,multiemo_en_hotels_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-4,multiemo_en_hotels_sentence,data/models/TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-4,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,966.738904,0.8048289738430584,0.944438,0.6527777777777778,0.4912891986062718,0.5606361829025844,287,0.8156966490299824,0.8954501452081317,0.853714813105676,1033,0.8300395256916996,0.8701657458563536,0.8496291301416049,724,0.8085106382978723,0.6893424036281179,0.7441860465116279,441,0.7767561476993331,0.7365618733247188,0.7520415431653733,2485,0.7997841725393747,0.8048289738430584,0.7992384399055754,2485,58395396,58367536,14591884
multiemo_en_hotels_sentence-run-5,multiemo_en_hotels_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-5,multiemo_en_hotels_sentence,data/models/TinyBERT_4L_312D/multiemo_en_hotels_sentence-run-5,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,953.077134,0.8008048289738431,0.924196,0.6538461538461539,0.4738675958188153,0.5494949494949495,287,0.8053402239448751,0.9051306873184899,0.8523245214220602,1033,0.8351351351351352,0.8535911602209945,0.8442622950819672,724,0.800531914893617,0.6825396825396826,0.7368421052631579,441,0.7737133569549453,0.7287822814744955,0.7457309678155336,2485,0.7956711105814185,0.8008048289738431,0.79450686164766,2485,58395396,58367536,14591884
multiemo_en_medicine_sentence-run-1,multiemo_en_medicine_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-1,multiemo_en_medicine_sentence,data/models/TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-1,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,931.793083,0.7655629139072848,0.874444,0.3619047619047619,0.24836601307189543,0.2945736434108527,153,0.7051597051597052,0.8130311614730878,0.7552631578947369,706,0.7945205479452054,0.7837837837837838,0.7891156462585033,518,0.8574850299401198,0.8063063063063063,0.8311085316308764,888,0.679767511237448,0.6628718161587683,0.6675152447987422,2265,0.7621291526872509,0.7655629139072848,0.7616211204263433,2265,58395396,58367536,14591884
multiemo_en_medicine_sentence-run-2,multiemo_en_medicine_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-2,multiemo_en_medicine_sentence,data/models/TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-2,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,925.5239710000001,0.7686534216335541,0.901137,0.38738738738738737,0.28104575163398693,0.3257575757575758,153,0.7125,0.8073654390934845,0.7569721115537849,706,0.7992125984251969,0.7837837837837838,0.7914230019493178,518,0.8534278959810875,0.8130630630630631,0.8327566320645905,888,0.6881319704484179,0.6713145093935795,0.6767273303313173,2265,0.7656209129738313,0.7686534216335541,0.7654340945390659,2265,58395396,58367536,14591884
multiemo_en_medicine_sentence-run-3,multiemo_en_medicine_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-3,multiemo_en_medicine_sentence,data/models/TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-3,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,905.481502,0.7673289183222958,0.884964,0.3883495145631068,0.26143790849673204,0.3125,153,0.7058096415327565,0.8087818696883853,0.753795379537954,706,0.8007889546351085,0.7837837837837838,0.7921951219512194,518,0.8522458628841607,0.8119369369369369,0.831603229527105,888,0.6867984934037832,0.6664851247264595,0.6725234327540697,2265,0.7634976103277715,0.7673289183222958,0.7632727500859144,2265,58395396,58367536,14591884
multiemo_en_medicine_sentence-run-4,multiemo_en_medicine_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-4,multiemo_en_medicine_sentence,data/models/TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-4,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,937.784403,0.7642384105960265,0.858237,0.373015873015873,0.30718954248366015,0.33691756272401435,153,0.7083854818523154,0.8016997167138811,0.7521594684385383,706,0.8007889546351085,0.7837837837837838,0.7921951219512194,518,0.8547418967587035,0.8018018018018018,0.8274259151656014,888,0.6842330515655001,0.6736187111957816,0.6771745170698433,2265,0.7642432942966348,0.7642384105960265,0.7627745066896989,2265,58395396,58367536,14591884
multiemo_en_medicine_sentence-run-5,multiemo_en_medicine_sentence,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-5,multiemo_en_medicine_sentence,data/models/TinyBERT_4L_312D/multiemo_en_medicine_sentence-run-5,,128,False,True,16,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,947.231873,0.7655629139072848,0.838095,0.40594059405940597,0.2679738562091503,0.3228346456692913,153,0.7019704433497537,0.8073654390934845,0.7509881422924901,706,0.8047337278106509,0.7876447876447876,0.7960975609756098,518,0.8461538461538461,0.8051801801801802,0.8251586843623774,888,0.6896996528434142,0.6670410657819007,0.6737697583249421,2265,0.7620029714289394,0.7655629139072848,0.7614617119404223,2265,58395396,58367536,14591884
