name,eval_task_name,model_name,data_dir,teacher_model,student_model,task_name,output_dir,cache_dir,max_seq_length,do_eval,do_lower_case,train_batch_size,eval_batch_size,learning_rate,weight_decay,num_train_epochs,warmup_proportion,no_cuda,gradient_accumulation_steps,aug_train,eval_step,pred_distill,data_url,temperature,training_time,accuracy,eval_time,meta_amb_precision,meta_amb_recall,meta_amb_f1-score,meta_amb_support,meta_minus_m_precision,meta_minus_m_recall,meta_minus_m_f1-score,meta_minus_m_support,meta_plus_m_precision,meta_plus_m_recall,meta_plus_m_f1-score,meta_plus_m_support,meta_zero_precision,meta_zero_recall,meta_zero_f1-score,meta_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters
multiemo_en_Nproducts_text-run-3,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-3,multiemo_en_Nproducts_text,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,917.844227,0.7708333333333334,0.084483,0.6363636363636364,0.7,0.6666666666666666,10,0.9333333333333333,0.8,0.8615384615384616,35,0.5,1.0,0.6666666666666666,2,0.0,0.0,0.0,1,0.5174242424242425,0.625,0.5487179487179487,48,0.8339646464646465,0.7708333333333334,0.794871794871795,48,58395396,58367536,14591884
multiemo_en_Nproducts_text-run-4,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-4,multiemo_en_Nproducts_text,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,921.587471,0.75,0.087648,0.5,0.4,0.4444444444444445,10,0.8571428571428571,0.8571428571428571,0.8571428571428571,35,0.5,1.0,0.6666666666666666,2,0.0,0.0,0.0,1,0.4642857142857143,0.5642857142857143,0.4920634920634921,48,0.75,0.75,0.7453703703703703,48,58395396,58367536,14591884
multiemo_en_Nproducts_text-run-5,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-5,multiemo_en_Nproducts_text,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,912.7270120000001,0.7708333333333334,0.094157,0.5555555555555556,0.5,0.5263157894736842,10,0.8823529411764706,0.8571428571428571,0.8695652173913043,35,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1,0.5261437908496732,0.5892857142857143,0.5489702517162471,48,0.7869008714596951,0.7708333333333334,0.7770404271548436,48,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-1,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-1,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,918.838626,0.6,0.094296,0.7272727272727273,0.4444444444444444,0.5517241379310345,18,0.4,0.5,0.4444444444444445,4,0.8333333333333334,0.7142857142857143,0.7692307692307692,28,0.0,0.0,0.0,0,0.4901515151515152,0.41468253968253965,0.441349837901562,50,0.7604848484848487,0.6,0.6649454759799588,50,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-2,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-2,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,909.98642,0.64,0.107672,0.8888888888888888,0.4444444444444444,0.5925925925925926,18,0.4,1.0,0.5714285714285715,4,0.8333333333333334,0.7142857142857143,0.7692307692307692,28,0.0,0.0,0.0,0,0.5305555555555556,0.5396825396825397,0.48331298331298334,50,0.8186666666666668,0.64,0.6898168498168498,50,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-3,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-3,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,921.213717,0.58,0.083968,0.875,0.3888888888888889,0.5384615384615385,18,0.16666666666666666,0.25,0.2,4,0.8076923076923077,0.75,0.7777777777777779,28,0.0,0.0,0.0,0,0.4623397435897436,0.3472222222222222,0.3790598290598291,50,0.7806410256410257,0.58,0.6454017094017095,50,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-4,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-4,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,907.50746,0.56,0.07742,0.8333333333333334,0.2777777777777778,0.4166666666666667,18,0.25,0.5,0.3333333333333333,4,0.8076923076923077,0.75,0.7777777777777779,28,0.0,0.0,0.0,0,0.4727564102564103,0.3819444444444444,0.3819444444444445,50,0.7723076923076923,0.56,0.6122222222222223,50,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-5,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-5,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,927.6963189999999,0.6,0.076561,1.0,0.3333333333333333,0.5,18,0.3333333333333333,0.5,0.4,4,0.8148148148148148,0.7857142857142857,0.7999999999999999,28,0.0,0.0,0.0,0,0.537037037037037,0.40476190476190477,0.425,50,0.8429629629629629,0.6,0.66,50,58395396,58367536,14591884
multiemo_en_hotels_text-run-1,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-1,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,476.350377,0.8455696202531645,0.553873,0.6790123456790124,0.6395348837209303,0.6586826347305389,86,0.8705882352941177,0.8862275449101796,0.8783382789317508,167,0.8921568627450981,0.91,0.900990099009901,100,0.9523809523809523,0.9523809523809523,0.9523809523809523,42,0.848534599024795,0.8470358452530156,0.8475979912632858,395,0.8430354007519557,0.8455696202531645,0.8441220482770097,395,58395396,58367536,14591884
multiemo_en_hotels_text-run-2,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-2,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,488.90078,0.8354430379746836,0.55337,0.6419753086419753,0.6046511627906976,0.6227544910179641,86,0.8666666666666667,0.9341317365269461,0.899135446685879,167,0.8723404255319149,0.82,0.8453608247422681,100,1.0,0.9523809523809523,0.975609756097561,42,0.8452456002101392,0.8277909629246489,0.835715129635918,395,0.8333601327335056,0.8354430379746836,0.8334789824162306,395,58395396,58367536,14591884
multiemo_en_hotels_text-run-3,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-3,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,481.915876,0.8481012658227848,0.557417,0.6842105263157895,0.6046511627906976,0.6419753086419753,86,0.875,0.9221556886227545,0.8979591836734695,167,0.8640776699029126,0.89,0.8768472906403941,100,1.0,0.9523809523809523,0.975609756097561,42,0.8558220490546755,0.8422969509486011,0.84809788476335,395,0.8439870183631624,0.8481012658227848,0.8451377190805475,395,58395396,58367536,14591884
multiemo_en_hotels_text-run-4,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-4,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,473.462886,0.8354430379746836,0.552805,0.6447368421052632,0.5697674418604651,0.6049382716049383,86,0.8728323699421965,0.9041916167664671,0.8882352941176471,167,0.8476190476190476,0.89,0.8682926829268293,100,1.0,0.9761904761904762,0.9879518072289156,42,0.8412970649166268,0.8350373837043521,0.8373545139695825,395,0.8303095669957069,0.8354430379746836,0.8321094422075167,395,58395396,58367536,14591884
multiemo_en_hotels_text-run-5,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-5,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,473.447518,0.8430379746835444,0.545807,0.6623376623376623,0.5930232558139535,0.6257668711656442,86,0.8651685393258427,0.9221556886227545,0.8927536231884058,167,0.8787878787878788,0.87,0.8743718592964824,100,1.0,0.9761904761904762,0.9879518072289156,42,0.8515735201128459,0.8403423551567961,0.845211040219862,395,0.8387923364740318,0.8430379746835444,0.8400935894328401,395,58395396,58367536,14591884
multiemo_en_medicine_text-run-1,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_text-run-1,multiemo_en_medicine_text,data/models/TinyBERT_4L_312D/multiemo_en_medicine_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,395.88961900000004,0.8654434250764526,0.470894,0.3235294117647059,0.5,0.3928571428571429,22,0.904,0.849624060150376,0.875968992248062,133,0.9081632653061225,0.9175257731958762,0.9128205128205128,97,1.0,0.9333333333333333,0.9655172413793104,75,0.7839231692677071,0.8001207916698965,0.786790972326257,327,0.8882002562492888,0.8654434250764526,0.8749361344308484,327,58395396,58367536,14591884
multiemo_en_medicine_text-run-2,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_text-run-2,multiemo_en_medicine_text,data/models/TinyBERT_4L_312D/multiemo_en_medicine_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,392.265482,0.8868501529051988,0.488756,0.4444444444444444,0.7272727272727273,0.5517241379310345,22,0.9322033898305084,0.8270676691729323,0.8764940239043824,133,0.9108910891089109,0.9484536082474226,0.9292929292929293,97,1.0,0.96,0.9795918367346939,75,0.8218847308459659,0.8656985011732705,0.8342757319657601,327,0.9086154870605497,0.8868501529051988,0.8939524101231858,327,58395396,58367536,14591884
multiemo_en_medicine_text-run-3,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_text-run-3,multiemo_en_medicine_text,data/models/TinyBERT_4L_312D/multiemo_en_medicine_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,396.50858900000003,0.8593272171253823,0.481213,0.32558139534883723,0.6363636363636364,0.4307692307692308,22,0.9391304347826087,0.8120300751879699,0.8709677419354838,133,0.8979591836734694,0.9072164948453608,0.9025641025641026,97,1.0,0.9466666666666667,0.9726027397260273,75,0.7906677534512289,0.8255692182659085,0.7942259537487111,327,0.8995999368198407,0.8593272171253823,0.8740353400076833,327,58395396,58367536,14591884
multiemo_en_medicine_text-run-4,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_text-run-4,multiemo_en_medicine_text,data/models/TinyBERT_4L_312D/multiemo_en_medicine_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,387.93894,0.8623853211009175,0.480948,0.3235294117647059,0.5,0.3928571428571429,22,0.9256198347107438,0.8421052631578947,0.8818897637795275,133,0.8712871287128713,0.9072164948453608,0.8888888888888888,97,1.0,0.9466666666666667,0.9726027397260273,75,0.7801090937970803,0.7989971061674805,0.7840596338128967,327,0.8860548518669754,0.8623853211009175,0.871870408034277,327,58395396,58367536,14591884
multiemo_en_medicine_text-run-5,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_medicine_text-run-5,multiemo_en_medicine_text,data/models/TinyBERT_4L_312D/multiemo_en_medicine_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,384.76429,0.8746177370030581,0.464267,0.37142857142857144,0.5909090909090909,0.456140350877193,22,0.9186991869918699,0.849624060150376,0.8828125,133,0.9081632653061225,0.9175257731958762,0.9128205128205128,97,1.0,0.9466666666666667,0.9726027397260273,75,0.799572755931641,0.8261813977305025,0.8060940258559333,327,0.8974013980918691,0.8746177370030581,0.8836022796401836,327,58395396,58367536,14591884
multiemo_en_products_text-run-1,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_products_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_products_text-run-1,multiemo_en_products_text,data/models/TinyBERT_4L_312D/multiemo_en_products_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,58.490166,0.8958333333333334,0.081231,0.7142857142857143,1.0,0.8333333333333333,10,0.9705882352941176,0.9428571428571428,0.9565217391304348,35,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.421218487394958,0.4857142857142857,0.447463768115942,48,0.856530112044818,0.8958333333333334,0.8710748792270531,48,58395396,58367536,14591884
multiemo_en_products_text-run-2,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_products_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_products_text-run-2,multiemo_en_products_text,data/models/TinyBERT_4L_312D/multiemo_en_products_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,58.738757,0.8333333333333334,0.100555,0.6153846153846154,0.8,0.6956521739130435,10,0.9142857142857143,0.9142857142857143,0.9142857142857143,35,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.3824175824175824,0.4285714285714286,0.4024844720496894,48,0.7948717948717948,0.8333333333333334,0.8115942028985508,48,58395396,58367536,14591884
multiemo_en_products_text-run-3,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_products_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_products_text-run-3,multiemo_en_products_text,data/models/TinyBERT_4L_312D/multiemo_en_products_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,61.411217,0.7291666666666666,0.084367,0.0,0.0,0.0,10,0.7291666666666666,1.0,0.8433734939759037,35,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.18229166666666666,0.25,0.21084337349397592,48,0.5316840277777778,0.7291666666666666,0.6149598393574297,48,58395396,58367536,14591884
